s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2466180E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7926068E-002, 5.2894944E-005, 1.0000000E+000, 1.9571530E+000, 1.0000000E+001, 2.3072268E-009, 8.3855487E-002
 7.9056942E-003, 5.7923466E-002, 5.5004719E-005, 1.0000000E+000, 2.2543990E+000, 1.0000000E+001, 2.3992849E-009, 8.3855549E-002
 1.1858541E-002, 5.7915305E-002, 5.6027443E-005, 1.0000000E+000, 2.4939241E+000, 1.0000000E+001, 2.4436811E-009, 8.3855001E-002
 1.5811388E-002, 5.7905261E-002, 5.7002192E-005, 1.0000000E+000, 2.7451789E+000, 1.0000000E+001, 2.4861444E-009, 8.3855325E-002
 1.9764235E-002, 5.7893411E-002, 5.7966835E-005, 1.0000000E+000, 2.9457230E+000, 1.0000000E+001, 2.5283657E-009, 8.3856673E-002
 2.3717082E-002, 5.7879755E-002, 5.8938204E-005, 1.0000000E+000, 3.2027220E+000, 1.0000000E+001, 2.5711117E-009, 8.3859163E-002
 2.7669930E-002, 5.7864296E-002, 5.9931833E-005, 1.0000000E+000, 3.4499890E+000, 1.0000000E+001, 2.6150950E-009, 8.3862923E-002
 3.1622777E-002, 5.7847033E-002, 6.0962073E-005, 1.0000000E+000, 3.7341899E+000, 1.0000000E+001, 2.6609810E-009, 8.3868084E-002
 3.5575624E-002, 5.7827968E-002, 6.2041898E-005, 1.0000000E+000, 3.9361641E+000, 1.0000000E+001, 2.7093803E-009, 8.3874789E-002
 3.9528471E-002, 5.7807103E-002, 6.3182759E-005, 1.0000000E+000, 4.1914260E+000, 1.0000000E+001, 2.7608415E-009, 8.3883182E-002
 4.3481318E-002, 5.7784439E-002, 6.4394485E-005, 1.0000000E+000, 4.4299089E+000, 1.0000000E+001, 2.8158469E-009, 8.3893403E-002
 4.7434165E-002, 5.7759979E-002, 6.5685235E-005, 1.0000000E+000, 4.7019202E+000, 1.0000000E+001, 2.8748078E-009, 8.3905579E-002
 5.1387012E-002, 5.7733724E-002, 6.7061504E-005, 1.0000000E+000, 4.9026382E+000, 1.0000000E+001, 2.9380631E-009, 8.3919806E-002
 5.5339859E-002, 5.7705679E-002, 6.8528193E-005, 1.0000000E+000, 5.1523711E+000, 1.0000000E+001, 3.0058789E-009, 8.3936144E-002
 5.9292706E-002, 5.7675845E-002, 7.0088742E-005, 1.0000000E+000, 5.3854448E+000, 1.0000000E+001, 3.0784515E-009, 8.3954600E-002
 6.3245553E-002, 5.7644227E-002, 7.1745335E-005, 1.0000000E+000, 5.6299412E+000, 1.0000000E+001, 3.1559124E-009, 8.3975121E-002
 6.7198400E-002, 5.7610829E-002, 7.3499166E-005, 1.0000000E+000, 5.8309762E+000, 1.0000000E+001, 3.2383371E-009, 8.3997589E-002
 7.1151247E-002, 5.7575654E-002, 7.5350754E-005, 1.0000000E+000, 6.0732052E+000, 1.0000000E+001, 3.3257563E-009, 8.4021818E-002
 7.5104094E-002, 5.7538707E-002, 7.7300303E-005, 1.0000000E+000, 6.3024780E+000, 1.0000000E+001, 3.4181696E-009, 8.4047556E-002
 7.9056942E-002, 5.7499993E-002, 7.9348066E-005, 1.0000000E+000, 6.5485198E+000, 1.0000000E+001, 3.5155608E-009, 8.4074495E-002
 8.2495001E-002, 5.7475073E-002, 7.0864717E-005, 1.0000000E+000, 6.8615849E+000, 1.0000000E+001, 3.6160080E-009, 8.4098155E-002
 8.5933061E-002, 5.7438187E-002, 7.2346945E-005, 1.0000000E+000, 7.0725920E+000, 1.0000000E+001, 3.6982961E-009, 8.4123250E-002
