s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6446089E-003, 2.9055208E-001, 0.0000000E+000, 3.4549995E-002, 1.6467896E+001, 2.6245791E-002, 1.0000000E+001, 1.1000000E+001, 7.0681873E-002, 1.4783161E-009
 5.2892179E-003, 2.9140490E-001, 0.0000000E+000, 3.5350437E-002, 4.7073102E-002, 2.0535727E-003, 1.0000000E+000, 1.0000000E+001, 7.3403809E-002, 2.3035325E-009
 7.9338268E-003, 2.8998726E-001, 0.0000000E+000, 3.5561331E-002,-8.8064658E-002, 2.8831251E-004, 1.0000000E+000, 9.0000000E+000, 8.0820730E-002, 9.0611334E-009
 1.0578436E-002, 2.8833629E-001, 0.0000000E+000, 3.5736010E-002,-9.8883855E-002, 1.7593395E-004, 1.0000000E+000, 9.0000000E+000, 8.0766646E-002, 4.7729875E-009
 1.3487506E-002, 2.8639326E-001, 0.0000000E+000, 3.5925656E-002,-1.0210600E-001, 1.9467377E-004, 1.0000000E+000, 9.0000000E+000, 8.0760457E-002, 4.6914782E-009
 1.6396575E-002, 2.8432698E-001, 0.0000000E+000, 3.6115969E-002,-1.0503837E-001, 2.0704200E-004, 1.0000000E+000, 9.0000000E+000, 8.0761709E-002, 4.9580410E-009
 1.9596552E-002, 2.8190754E-001, 0.0000000E+000, 3.6325745E-002,-1.0798192E-001, 2.4088351E-004, 1.0000000E+000, 9.0000000E+000, 8.0761231E-002, 5.2133385E-009
 2.2796529E-002, 2.7933553E-001, 0.0000000E+000, 3.6536490E-002,-1.1117307E-001, 2.5720604E-004, 1.0000000E+000, 9.0000000E+000, 8.0762655E-002, 5.5400974E-009
 2.6316503E-002, 2.7632594E-001, 0.0000000E+000, 3.6768683E-002,-1.1437399E-001, 2.9964918E-004, 1.0000000E+000, 9.0000000E+000, 8.0762005E-002, 5.8365578E-009
 2.9836478E-002, 2.7313071E-001, 0.0000000E+000, 3.7001771E-002,-1.1781916E-001, 3.2033550E-004, 1.0000000E+000, 9.0000000E+000, 8.0763274E-002, 6.2123916E-009
 3.3708450E-002, 2.6939912E-001, 0.0000000E+000, 3.7258216E-002,-1.2122772E-001, 3.7368028E-004, 1.0000000E+000, 9.0000000E+000, 8.0762450E-002, 6.5561981E-009
 3.7580422E-002, 2.6544748E-001, 0.0000000E+000, 3.7515248E-002,-1.2486116E-001, 3.9999039E-004, 1.0000000E+000, 9.0000000E+000, 8.0763576E-002, 6.9898898E-009
 4.1452394E-002, 2.6127837E-001, 0.0000000E+000, 3.7772247E-002,-1.2847032E-001, 4.2509012E-004, 1.0000000E+000, 9.0000000E+000, 8.0763756E-002, 7.3998437E-009
 4.5324366E-002, 2.5689729E-001, 0.0000000E+000, 3.8028937E-002,-1.3196786E-001, 4.5071978E-004, 1.0000000E+000, 9.0000000E+000, 8.0763810E-002, 7.8179046E-009
 4.9583535E-002, 2.5183813E-001, 0.0000000E+000, 3.8310093E-002,-1.3527778E-001, 5.2415583E-004, 1.0000000E+000, 9.0000000E+000, 8.0762613E-002, 8.2332342E-009
 5.3842704E-002, 2.4359159E-001, 0.0000000E+000, 3.8025481E-002,-2.4439015E-001, 4.9871794E-004, 1.0000000E+000, 9.0000000E+000, 8.0743292E-002, 9.9222520E-009
 5.8101873E-002, 2.3473908E-001, 0.0000000E+000, 3.7637686E-002,-2.6238198E-001, 6.1470188E-004, 1.0000000E+000, 1.0000000E+001, 7.3228332E-002, 3.6031007E-010
 6.2361042E-002, 2.2592610E-001, 0.0000000E+000, 3.7266097E-002,-2.5770756E-001, 5.9973490E-004, 1.0000000E+000, 1.0000000E+001, 7.3244403E-002, 3.5802931E-010
 6.6620211E-002, 2.1702988E-001, 0.0000000E+000, 3.6885115E-002,-2.5787179E-001, 6.0305604E-004, 1.0000000E+000, 1.0000000E+001, 7.3252923E-002, 3.6464498E-010
 7.1305297E-002, 2.0705423E-001, 0.0000000E+000, 3.6432595E-002,-2.6140663E-001, 6.8683989E-004, 1.0000000E+000, 1.0000000E+001, 7.3256434E-002, 3.7939773E-010
 7.5990383E-002, 1.9703672E-001, 0.0000000E+000, 3.5967047E-002,-2.6097522E-001, 7.0013335E-004, 1.0000000E+000, 1.0000000E+001, 7.3266582E-002, 3.9109978E-010
 8.0675469E-002, 1.8715249E-001, 0.0000000E+000, 3.5517589E-002,-2.5542170E-001, 6.8338346E-004, 1.0000000E+000, 1.0000000E+001, 7.3281513E-002, 3.9069770E-010
 8.5360555E-002, 1.7713033E-001, 0.0000000E+000, 3.5028720E-002,-2.5928712E-001, 7.1850006E-004, 1.0000000E+000, 1.0000000E+001, 7.3283573E-002, 4.1041164E-010
 9.0045641E-002, 1.6714558E-001, 0.0000000E+000, 3.4527566E-002,-2.5806358E-001, 7.3234577E-004, 1.0000000E+000, 1.0000000E+001, 7.3291596E-002, 4.2189722E-010
