s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6448017E-003, 2.9014464E-001, 0.0000000E+000, 3.4351460E-002, 1.6455807E+001, 1.0117627E-001, 1.0000000E+001, 1.1000000E+001, 7.2309105E-002, 5.9505430E-009
 5.2896035E-003, 2.9111320E-001, 0.0000000E+000, 3.5263508E-002, 4.5011141E-002, 2.2345490E-002, 1.0000000E+001, 1.1000000E+001, 7.2024729E-002, 1.1728115E-009
 7.9344052E-003, 2.8991610E-001, 0.0000000E+000, 3.5539398E-002,-7.6517814E-002, 5.0252176E-003, 1.0000000E+000, 1.0000000E+001, 7.4066667E-002, 4.5498651E-009
 1.0579207E-002, 2.8832023E-001, 0.0000000E+000, 3.5729497E-002,-9.5878737E-002, 1.5736918E-003, 1.0000000E+000, 1.0000000E+001, 7.4021261E-002, 1.3086280E-009
 1.3488489E-002, 2.8638797E-001, 0.0000000E+000, 3.5922157E-002,-1.0154089E-001, 1.0341001E-003, 1.0000000E+000, 1.0000000E+001, 7.4495256E-002, 7.7442521E-010
 1.6397771E-002, 2.8432326E-001, 0.0000000E+000, 3.6112984E-002,-1.0493212E-001, 9.8538837E-004, 1.0000000E+000, 1.0000000E+001, 7.5012950E-002, 7.7040720E-010
 1.9597981E-002, 2.8190339E-001, 0.0000000E+000, 3.6322723E-002,-1.0796713E-001, 1.1136103E-003, 1.0000000E+000, 1.0000000E+001, 7.5431091E-002, 8.2828671E-010
 2.2798191E-002, 2.7933064E-001, 0.0000000E+000, 3.6533380E-002,-1.1117605E-001, 1.1998449E-003, 1.0000000E+000, 1.0000000E+001, 7.5716743E-002, 9.2045918E-010
 2.6318422E-002, 2.7631998E-001, 0.0000000E+000, 3.6765397E-002,-1.1438075E-001, 1.3890011E-003, 1.0000000E+000, 1.0000000E+001, 7.6053703E-002, 1.0067447E-009
 2.9838653E-002, 2.7312371E-001, 0.0000000E+000, 3.6998355E-002,-1.1782895E-001, 1.5034437E-003, 1.0000000E+000, 1.0000000E+001, 7.6290604E-002, 1.1178907E-009
 3.3710907E-002, 2.6939072E-001, 0.0000000E+000, 3.7254584E-002,-1.2123871E-001, 1.7432848E-003, 1.0000000E+000, 1.0000000E+001, 7.6588539E-002, 1.2190777E-009
 3.7583162E-002, 2.6543775E-001, 0.0000000E+000, 3.7511458E-002,-1.2487484E-001, 1.8889474E-003, 1.0000000E+000, 1.0000000E+001, 7.6785296E-002, 1.3486668E-009
 4.1455416E-002, 2.6126747E-001, 0.0000000E+000, 3.7768339E-002,-1.2847682E-001, 2.0188161E-003, 1.0000000E+000, 1.0000000E+001, 7.6982009E-002, 1.4723532E-009
 4.5327670E-002, 2.5688522E-001, 0.0000000E+000, 3.8024918E-002,-1.3197289E-001, 2.1484237E-003, 1.0000000E+000, 1.0000000E+001, 7.7162088E-002, 1.5977062E-009
 4.9587150E-002, 2.5182420E-001, 0.0000000E+000, 3.8305814E-002,-1.3529315E-001, 2.4764833E-003, 1.0000000E+000, 1.0000000E+001, 7.7380346E-002, 1.7162149E-009
 5.3846629E-002, 2.4358137E-001, 0.0000000E+000, 3.8024831E-002,-2.4422902E-001, 2.0594319E-003, 1.0000000E+000, 1.0000000E+001, 7.7751971E-002, 1.9806519E-009
 5.8106109E-002, 2.3473162E-001, 0.0000000E+000, 3.7639028E-002,-2.6220683E-001, 2.7874233E-003, 1.0000000E+000, 1.0000000E+001, 7.7118990E-002, 2.2975917E-009
 6.2365589E-002, 2.2591842E-001, 0.0000000E+000, 3.7267816E-002,-2.5763459E-001, 2.8441560E-003, 1.0000000E+000, 1.0000000E+001, 7.7319312E-002, 2.4295151E-009
 6.6625068E-002, 2.1687397E-001, 0.0000000E+000, 3.6858846E-002,-2.6311464E-001, 2.9813845E-003, 1.0000000E+000, 1.0000000E+001, 7.7415282E-002, 2.5870371E-009
 7.1310496E-002, 2.0704772E-001, 0.0000000E+000, 3.6433877E-002,-2.5649610E-001, 3.1482436E-003, 1.0000000E+000, 1.0000000E+001, 7.7788473E-002, 2.6604743E-009
 7.5995923E-002, 1.9703024E-001, 0.0000000E+000, 3.5969031E-002,-2.6089189E-001, 3.3211508E-003, 1.0000000E+000, 1.0000000E+001, 7.7859512E-002, 2.8451430E-009
 8.0681351E-002, 1.8714481E-001, 0.0000000E+000, 3.5519545E-002,-2.5538498E-001, 3.2931402E-003, 1.0000000E+000, 1.0000000E+001, 7.8085760E-002, 2.9603758E-009
 8.5366779E-002, 1.7712173E-001, 0.0000000E+000, 3.5030876E-002,-2.5924538E-001, 3.4380591E-003, 1.0000000E+000, 1.0000000E+001, 7.8159941E-002, 3.1267569E-009
 9.0052206E-002, 1.6713609E-001, 0.0000000E+000, 3.4529852E-002,-2.5801856E-001, 3.5200434E-003, 1.0000000E+000, 1.0000000E+001, 7.8272515E-002, 3.2722565E-009
