s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6439757E-003, 2.9096603E-001, 0.0000000E+000, 3.4712096E-002, 1.6502689E+001, 8.8142842E-003, 1.0000000E+001, 1.0000000E+001, 7.0733530E-002, 9.8556936E-009
 5.2879514E-003, 2.9149681E-001, 0.0000000E+000, 3.5378021E-002, 3.3081192E-002, 3.3520410E-004, 1.0000000E+000, 1.0000000E+001, 7.0956355E-002, 3.8214105E-010
 7.9319272E-003, 2.8999698E-001, 0.0000000E+000, 3.5565529E-002,-9.2799299E-002, 5.7133484E-005, 1.0000000E+000, 9.0000000E+000, 7.8069251E-002, 1.7192436E-009
 1.0575903E-002, 2.8833871E-001, 0.0000000E+000, 3.5738016E-002,-9.9291402E-002, 5.0837364E-005, 1.0000000E+000, 9.0000000E+000, 7.8090240E-002, 1.4348032E-009
 1.3484276E-002, 2.8639599E-001, 0.0000000E+000, 3.5927541E-002,-1.0206392E-001, 5.8921428E-005, 1.0000000E+000, 9.0000000E+000, 7.8099299E-002, 1.4983357E-009
 1.6392649E-002, 2.8433052E-001, 0.0000000E+000, 3.6117847E-002,-1.0496508E-001, 6.2632813E-005, 1.0000000E+000, 9.0000000E+000, 7.8107156E-002, 1.5837627E-009
 1.9591860E-002, 2.8191233E-001, 0.0000000E+000, 3.6327688E-002,-1.0789223E-001, 7.3094621E-005, 1.0000000E+000, 9.0000000E+000, 7.8114944E-002, 1.6701850E-009
 2.2791071E-002, 2.7934145E-001, 0.0000000E+000, 3.6538444E-002,-1.1108369E-001, 7.7785585E-005, 1.0000000E+000, 9.0000000E+000, 7.8122365E-002, 1.7684574E-009
 2.6310202E-002, 2.7633349E-001, 0.0000000E+000, 3.6770719E-002,-1.1426846E-001, 9.0881006E-005, 1.0000000E+000, 9.0000000E+000, 7.8129811E-002, 1.8680744E-009
 2.9829334E-002, 2.7313973E-001, 0.0000000E+000, 3.7003825E-002,-1.1771439E-001, 9.6822498E-005, 1.0000000E+000, 9.0000000E+000, 7.8136896E-002, 1.9811446E-009
 3.3700379E-002, 2.6941023E-001, 0.0000000E+000, 3.7260372E-002,-1.2110447E-001, 1.1326596E-004, 1.0000000E+000, 9.0000000E+000, 7.8144057E-002, 2.0963870E-009
 3.7571424E-002, 2.6546048E-001, 0.0000000E+000, 3.7517432E-002,-1.2473904E-001, 1.2081919E-004, 1.0000000E+000, 9.0000000E+000, 7.8150858E-002, 2.2269351E-009
 4.1442469E-002, 2.6129327E-001, 0.0000000E+000, 3.7774447E-002,-1.2834244E-001, 1.2829091E-004, 1.0000000E+000, 9.0000000E+000, 7.8157221E-002, 2.3552629E-009
 4.5313514E-002, 2.5691419E-001, 0.0000000E+000, 3.8031152E-002,-1.3183129E-001, 1.3594402E-004, 1.0000000E+000, 9.0000000E+000, 7.8163231E-002, 2.4866361E-009
 4.9571663E-002, 2.5185795E-001, 0.0000000E+000, 3.8312449E-002,-1.3511451E-001, 1.5857972E-004, 1.0000000E+000, 9.0000000E+000, 7.8169455E-002, 2.6266466E-009
 5.3829812E-002, 2.4360786E-001, 0.0000000E+000, 3.8024715E-002,-2.4465468E-001, 1.5913217E-004, 1.0000000E+000, 9.0000000E+000, 7.8175415E-002, 3.2229281E-009
 5.8087962E-002, 2.3475573E-001, 0.0000000E+000, 3.7635962E-002,-2.6252049E-001, 1.8852063E-004, 1.0000000E+000, 9.0000000E+000, 7.8174602E-002, 3.7601131E-009
 6.2346111E-002, 2.2594510E-001, 0.0000000E+000, 3.7264348E-002,-2.5775125E-001, 1.8255326E-004, 1.0000000E+000, 9.0000000E+000, 7.8182872E-002, 3.6994530E-009
 6.7030075E-002, 2.1603897E-001, 0.0000000E+000, 3.6822196E-002,-2.6151023E-001, 2.0840192E-004, 1.0000000E+000, 9.0000000E+000, 7.8185949E-002, 3.8585036E-009
 7.1714039E-002, 2.0621213E-001, 0.0000000E+000, 3.6395732E-002,-2.5652035E-001, 2.0323850E-004, 1.0000000E+000, 9.0000000E+000, 7.8194773E-002, 3.8344002E-009
 7.6398004E-002, 1.9619449E-001, 0.0000000E+000, 3.5929383E-002,-2.6094053E-001, 2.1368406E-004, 1.0000000E+000, 9.0000000E+000, 7.8197248E-002, 4.0354103E-009
 8.1081968E-002, 1.8616445E-001, 0.0000000E+000, 3.5450579E-002,-2.6020831E-001, 2.1690152E-004, 1.0000000E+000, 9.0000000E+000, 7.8202578E-002, 4.1323517E-009
 8.5765932E-002, 1.7629713E-001, 0.0000000E+000, 3.4988195E-002,-2.5432982E-001, 2.1218623E-004, 1.0000000E+000, 9.0000000E+000, 7.8210730E-002, 4.1222554E-009
 9.0449897E-002, 1.6631900E-001, 0.0000000E+000, 3.4486304E-002,-2.5794100E-001, 2.2381646E-004, 1.0000000E+000, 9.0000000E+000, 7.8212488E-002, 4.3337272E-009
