Time Step,Iteration,Total,Mesh,I,J,K,Velocity Error,Mesh,I,J,K,Pressure Error
      1,      1,      1,      2,     81,      3,      6,  0.14230154E-17,      3,     45,     10,      2,  0.19982618E-05
      1,      1,      2,      3,     81,     10,     19,  0.69388939E-17,      3,     44,     12,      1,  0.10941899E+04
      1,      2,      3,      5,     81,      8,      9,  0.69388939E-17,      3,     44,     12,      1,  0.22985214E+00
      2,      1,      4,      3,     81,      3,      1,  0.69388939E-17,      3,     44,     12,      1,  0.11068378E+04
      2,      2,      5,      3,     81,      3,      1,  0.69388939E-17,      3,     44,     12,      1,  0.10977390E+01
      2,      1,      6,      3,     81,      7,      1,  0.27755576E-16,      3,     41,     15,      1,  0.46591104E+04
      2,      2,      7,      3,     81,      4,      2,  0.27755576E-16,      3,     41,     15,      1,  0.71611001E+03
      2,      3,      8,      3,     81,      6,      4,  0.27755576E-16,      3,     41,     15,      1,  0.73966792E+02
      3,      1,      9,      3,     81,      4,      1,  0.27755576E-16,      3,     41,     15,      1,  0.49125422E+04
      3,      2,     10,      3,     81,      4,      1,  0.27755576E-16,      3,     44,     10,      1,  0.69588258E+03
      3,      3,     11,      3,     81,      4,      1,  0.27755576E-16,      3,     44,     10,      1,  0.62103903E+02
      3,      1,     12,      3,     81,      5,      1,  0.27755576E-16,      3,     41,     15,      1,  0.46066070E+04
      3,      2,     13,      3,     81,      5,      1,  0.27755576E-16,      3,     41,     15,      1,  0.34982774E+04
      3,      3,     14,      3,     81,      5,      1,  0.27755576E-16,      3,     44,     10,      1,  0.18416805E+04
      3,      4,     15,      3,     81,      5,      1,  0.27755576E-16,      3,     44,     10,      1,  0.10127840E+04
      3,      5,     16,      3,     81,      5,      1,  0.27755576E-16,      3,     44,     10,      1,  0.52069955E+03
      3,      6,     17,      3,     81,      5,      1,  0.27755576E-16,      3,     44,     10,      1,  0.26021877E+03
      4,      1,     18,      3,     81,      2,      1,  0.27755576E-16,      3,     41,     15,      1,  0.48021032E+04
      4,      2,     19,      3,     81,      2,      1,  0.27755576E-16,      3,     41,     15,      1,  0.19336394E+04
      4,      3,     20,      3,     81,      2,      1,  0.27755576E-16,      3,     41,     15,      1,  0.53264945E+03
      4,      4,     21,      3,     81,      2,      1,  0.27755576E-16,      3,     41,     15,      1,  0.12812635E+03
      4,      1,     22,      3,     81,     15,      1,  0.55511151E-16,      3,     41,      6,      1,  0.54788190E+05
      4,      2,     23,      3,     81,     13,      2,  0.55511151E-16,      3,     43,     10,      1,  0.56868899E+05
      4,      3,     24,      3,     81,      2,      2,  0.55511151E-16,      3,     43,     10,      1,  0.40922686E+05
      4,      4,     25,      3,     81,     10,      5,  0.55511151E-16,      3,     43,     10,      1,  0.22664530E+05
      4,      5,     26,      3,     81,      2,      2,  0.55511151E-16,      3,     43,     10,      1,  0.10905448E+05
      4,      6,     27,      3,     81,     15,      1,  0.55511151E-16,      3,     43,     10,      1,  0.48257744E+04
      4,      7,     28,      3,     81,     12,      2,  0.55511151E-16,      3,     43,     10,      1,  0.20301420E+04
      4,      8,     29,      3,     81,      2,      2,  0.55511151E-16,      3,     43,     10,      1,  0.82789628E+03
      4,      9,     30,      3,     81,     12,      2,  0.55511151E-16,      3,     43,     10,      1,  0.33112913E+03
      5,      1,     31,      2,     81,     13,     20,  0.19515639E-16,      3,     43,     10,      1,  0.61327655E+05
      5,      2,     32,      2,     81,     17,      2,  0.23852448E-17,      3,     44,     11,      1,  0.30152902E+05
      5,      3,     33,      2,     81,     17,      2,  0.27105054E-17,      3,     44,     11,      1,  0.13405429E+05
      5,      4,     34,      2,     81,     17,      2,  0.22768246E-17,      3,     44,     11,      1,  0.47758359E+04
      5,      5,     35,      2,     81,     17,      2,  0.22768246E-17,      3,     44,     11,      1,  0.14848562E+04
      5,      6,     36,      2,     81,     17,      2,  0.21684043E-17,      3,     44,     11,      1,  0.42866654E+03
      5,      1,     37,      2,     81,     13,     20,  0.45129915E-17,      3,     43,     10,      1,  0.60606761E+05
      5,      2,     38,      2,     81,     17,      2,  0.65052130E-18,      3,     44,     11,      1,  0.29354088E+05
      5,      3,     39,      2,     81,     17,      2,  0.70473141E-18,      3,     44,     11,      1,  0.13010389E+05
      5,      4,     40,      2,     81,     17,      2,  0.65052130E-18,      3,     44,     11,      1,  0.46297871E+04
      5,      5,     41,      2,     81,     17,      2,  0.65052130E-18,      3,     44,     11,      1,  0.14382697E+04
      5,      6,     42,      2,     81,     17,      2,  0.65052130E-18,      3,     44,     11,      1,  0.41498850E+03
      5,      1,     43,      2,     81,     16,     20,  0.90734169E-17,      3,     41,     15,      1,  0.13488741E+06
      5,      2,     44,      2,     81,     18,     20,  0.20769248E-16,      3,     50,     15,      1,  0.94503993E+05
      5,      3,     45,      2,     81,     18,     20,  0.20834469E-16,      3,     50,     15,      1,  0.34856298E+05
      5,      4,     46,      2,     81,     18,     20,  0.20834469E-16,      3,     50,     15,      1,  0.98053404E+04
      5,      5,     47,      2,     81,     18,     20,  0.20834469E-16,      3,     50,     15,      1,  0.24394650E+04
      5,      6,     48,      2,     81,     18,     20,  0.20833622E-16,      3,     50,     15,      1,  0.57059621E+03
      5,      7,     49,      2,     81,     18,     20,  0.20834469E-16,      3,     50,     15,      1,  0.12903202E+03
      6,      1,     50,      2,     81,     18,     20,  0.64706541E-16,      3,     50,     15,      1,  0.12498695E+06
      6,      2,     51,      3,     81,     15,      1,  0.27755576E-16,      3,     50,     15,      1,  0.78113203E+05
      6,      3,     52,      3,     81,     15,      1,  0.27755576E-16,      3,     50,     10,      1,  0.29012171E+05
      6,      4,     53,      3,     81,     15,      1,  0.27755576E-16,      3,     50,     10,      1,  0.80914483E+04
      6,      5,     54,      3,     81,     15,      1,  0.27755576E-16,      3,     50,     10,      1,  0.19698154E+04
      6,      6,     55,      3,     81,     15,      1,  0.27755576E-16,      3,     50,     10,      1,  0.44804027E+03
      6,      1,     56,      3,     81,     11,      2,  0.27755576E-16,      3,     49,     15,      1,  0.41340500E+05
      6,      2,     57,      3,     81,     11,      2,  0.27755576E-16,      3,     49,     15,      1,  0.38140604E+05
      6,      3,     58,      3,     81,     11,      2,  0.27755576E-16,      3,     49,      6,      1,  0.18908502E+05
      6,      4,     59,      3,     81,     11,      2,  0.27755576E-16,      3,     49,      6,      1,  0.71107174E+04
      6,      5,     60,      3,     81,     11,      2,  0.27755576E-16,      3,     49,      6,      1,  0.23211321E+04
      6,      6,     61,      3,     81,     11,      2,  0.27755576E-16,      3,     49,      6,      1,  0.69960558E+03
      6,      7,     62,      3,     81,     11,      2,  0.27755576E-16,      3,     49,      6,      1,  0.20117531E+03
      7,      1,     63,      2,     81,     18,     20,  0.34518287E-16,      3,     49,     15,      1,  0.41206227E+05
      7,      2,     64,      2,     81,     17,      2,  0.62341625E-18,      3,     49,     15,      1,  0.31332992E+05
      7,      3,     65,      2,     81,     17,      2,  0.54210109E-18,      3,     49,     15,      1,  0.14056109E+05
      7,      4,     66,      2,     81,     17,      2,  0.56920614E-18,      3,     49,     15,      1,  0.48315015E+04
      7,      5,     67,      2,     81,     17,      2,  0.59631119E-18,      3,     49,     15,      1,  0.14490857E+04
      7,      6,     68,      2,     81,     17,      2,  0.62341625E-18,      3,     49,     15,      1,  0.40377351E+03
      7,      1,     69,      2,     81,     19,     19,  0.10867433E-17,      3,     42,      7,      1,  0.11053832E+05
